emp_no,first_name,last_name,title,from_date,salary
92977,Alair,Naumovich,Senior Staff,1985-10-13,67607
201135,Shaw,Jahnichen,Senior Staff,1985-05-29,49387
480976,Peternela,Katzenelson,Senior Staff,1987-02-04,73027
481182,Domenick,Penttonen,Senior Staff,1985-08-09,74331
481202,Bedir,Boguraev,Senior Staff,1986-05-04,77107
29495,Mizuhito,Morrey,Senior Staff,1989-11-19,70970
481231,Mahendra,Conry,Senior Staff,1986-07-03,72109
481250,Evgueni,Cullers,Senior Staff,1993-04-26,83194
481315,Yuichiro,Petereit,Senior Staff,1987-04-21,82299
92945,Marlo,Tyugu,Senior Staff,1986-03-07,92271
201176,Masami,Auyong,Senior Staff,1988-02-24,63162
201178,Kristof,Conta,Senior Staff,1988-11-21,60543
92914,Murthy,Vecchi,Senior Staff,1990-01-19,47201
481586,Gaetan,Keohane,Senior Staff,1993-06-10,53088
92888,Chanjung,Capobianchi,Senior Staff,1986-01-29,47910
92878,Phule,Birjandi,Senior Staff,1986-03-23,78958
481636,Yannik,Bahl,Senior Staff,1988-05-23,58183
481640,Khoa,Shrader,Senior Staff,1989-05-07,40000
92808,Hinrich,Junet,Senior Staff,1991-02-16,40000
481679,Nobuyoshi,Hatcliff,Senior Staff,1998-01-27,53514
481695,Bikash,Pusterhofer,Senior Staff,1993-05-21,40000
92804,Tonny,Roison,Senior Staff,1989-12-16,77612
201194,Oksana,Mersereau,Senior Staff,1988-06-09,63476
481953,Yishai,Brickell,Senior Staff,1987-02-23,44244
92776,Elzbieta,Schapiro,Senior Staff,1988-05-13,74897
481975,Dayanand,Gruenwald,Senior Staff,1987-07-06,66362
227792,Woody,Ponthieu,Senior Staff,1987-10-02,76129
481985,Constantine,Vakili,Senior Staff,1991-12-30,60753
29485,Ortrun,Shobatake,Senior Staff,1988-09-09,55230
482007,Satyanarayana,Schrooten,Senior Staff,1993-05-30,77469
10215,Xiaobin,Duclos,Senior Staff,1991-11-23,43944
482036,Alper,Badache,Senior Staff,1987-03-12,58215
482050,Vugranam,Shrader,Senior Staff,1989-08-25,41288
482064,Girolamo,Fairtlough,Senior Staff,1994-08-14,42407
482074,Sven,Strandh,Senior Staff,1999-12-09,40000
92627,Xiaoshan,Yurek,Senior Staff,1988-01-29,60034
201228,Shem,Jayawardene,Senior Staff,1986-11-23,87250
482317,Bernice,Engelmann,Senior Staff,1986-10-17,40000
92533,Martine,Eastman,Senior Staff,1986-09-07,40000
482356,Bikash,Decaestecker,Senior Staff,1987-07-16,73118
201238,Karlis,Makrucki,Senior Staff,1988-10-30,40000
92508,Alassane,Baaz,Senior Staff,1986-02-17,40000
201266,Uma,Rissanen,Senior Staff,1988-02-14,74676
92466,Rajmohan,Varman,Senior Staff,1992-09-20,83883
14906,Adil,Parveen,Senior Staff,1987-12-11,54758
92441,Shugo,Bennet,Senior Staff,1985-05-17,53324
29468,Ramya,Bojadziev,Senior Staff,1994-02-20,40000
482413,Zhigen,Melski,Senior Staff,1987-11-03,87411
482414,Hatim,Czap,Senior Staff,1988-09-17,67245
201276,Jiang,Nittel,Senior Staff,1985-07-03,59254
11567,Teiji,Mitzlaff,Senior Staff,1988-02-03,86261
482789,Theron,Marsiglia,Senior Staff,1986-03-24,40000
482793,Lech,Walston,Senior Staff,1986-08-07,64621
482820,Weiye,Barriga,Senior Staff,1994-02-13,60554
482863,Xiaobin,Spieker,Senior Staff,1995-02-01,52249
482878,Chikara,Denti,Senior Staff,1995-02-24,83187
92385,Nagui,Armand,Senior Staff,1988-08-05,44386
482888,Apostol,Brookman,Senior Staff,1986-06-27,51609
482894,Greger,Takanami,Senior Staff,1988-01-29,103374
482953,Rafail,Kilgour,Senior Staff,1985-06-15,48693
29465,Kshitij,Ramsay,Senior Staff,1987-09-17,82584
482983,Hyuckchul,Bhattacharjee,Senior Staff,1985-07-24,40000
482992,Kellyn,Velardi,Senior Staff,1992-06-06,65883
92359,Berto,Hanratty,Senior Staff,1986-05-11,69112
483240,Urs,Ruemmler,Senior Staff,1986-07-04,84367
201306,Mani,Landherr,Senior Staff,1988-05-05,53219
92263,Takahiro,Spataro,Senior Staff,1989-05-06,42132
483353,Mizuhito,Litvinov,Senior Staff,1985-02-17,102711
483354,Ekawit,Speel,Senior Staff,1988-02-16,85178
483369,Nidapan,Delaune,Senior Staff,1994-10-13,40000
483384,Arne,Varman,Senior Staff,1994-11-26,87651
201327,Demos,Pluym,Senior Staff,1988-07-04,40000
483770,Zeydy,Szemeredi,Senior Staff,1994-02-01,81600
92185,Sarita,Cannane,Senior Staff,1986-11-06,68740
483806,Moni,Peron,Senior Staff,1991-12-22,50627
234311,Fusako,Haddadi,Senior Staff,1986-11-21,63461
483820,Valery,Birrer,Senior Staff,1993-02-19,66925
92144,Ymte,Rosar,Senior Staff,1987-08-12,60310
483835,Yishay,Cools,Senior Staff,1990-08-13,40000
91953,Nirmal,Luks,Senior Staff,1986-05-11,64003
201358,Toshimitsu,Erdmenger,Senior Staff,1988-12-06,87898
483841,Kwan,Swift,Senior Staff,1986-06-21,52327
91908,Munenori,Kalsbeek,Senior Staff,1990-05-11,40000
483876,Tomofumi,Crouzet,Senior Staff,1988-07-27,63979
483887,Serap,Billawala,Senior Staff,1987-11-26,49350
483926,Supot,Peck,Senior Staff,1988-08-03,78181
483931,Sadun,Benveniste,Senior Staff,1986-04-20,40000
483951,Teunis,Parhami,Senior Staff,1985-10-02,71103
91904,Cordelia,Penttonen,Senior Staff,1985-07-15,64913
483983,Shigeu,Ravishankar,Senior Staff,1985-11-02,84356
201362,Pradeep,Luck,Senior Staff,1989-06-01,86354
91898,Dines,Brlek,Senior Staff,1998-04-21,53445
29366,Domenico,Ohori,Senior Staff,1986-06-19,54398
91891,Mariusz,Peac,Senior Staff,1990-05-01,66092
484087,Herb,Tagansky,Senior Staff,1985-03-06,79683
484352,Munehiro,Nannarelli,Senior Staff,1985-09-06,81121
484361,Ugo,Hempstead,Senior Staff,1985-07-20,49609
91822,Maren,Bala,Senior Staff,1998-08-11,40000
484396,Janalee,Lortz,Senior Staff,1988-04-24,77049
29214,Stepehn,Schach,Senior Staff,1991-06-22,47759
91608,Sachio,Osgood,Senior Staff,1992-08-28,40000
484480,Doohun,Salvesen,Senior Staff,1985-05-20,82103
201426,Garnet,Sudkamp,Senior Staff,1988-10-30,40000
484504,Gou,Orlowski,Senior Staff,1986-01-02,67440
91566,Hongzue,Rohrbach,Senior Staff,1987-12-03,74683
484916,Maren,Hofstetter,Senior Staff,1989-04-19,40000
484928,Yuchang,Litzler,Senior Staff,1988-01-24,40000
201462,Jolita,Erva,Senior Staff,1996-03-02,54790
91527,Basant,Klerer,Senior Staff,1987-08-08,50492
484943,Danel,Iivonen,Senior Staff,1986-08-05,48422
484989,Clyde,Jumpertz,Senior Staff,1986-10-07,68597
201492,Shrikanth,Demizu,Senior Staff,1990-04-29,40000
485004,Mohammed,Keohane,Senior Staff,1986-02-28,40000
227925,Ulises,Sgarro,Senior Staff,1986-09-11,40000
91519,Danco,Panienski,Senior Staff,1986-12-09,40000
485032,Subhankar,Vesel,Senior Staff,1986-01-31,56384
29199,Chaoyi,Mondadori,Senior Staff,1987-06-30,59549
91517,Serif,Hofstetter,Senior Staff,1991-04-30,81869
201547,Sampalli,Juneja,Senior Staff,1988-12-09,64402
485058,Jamaludin,Curless,Senior Staff,1986-08-17,46873
201560,Brendon,Varley,Senior Staff,1992-11-18,40000
91516,Kolar,Bazzichi,Senior Staff,1986-05-23,53397
201563,Huei,Vadhan,Senior Staff,1987-06-20,52848
485083,Holgard,Huxford,Senior Staff,1985-11-11,53317
485162,Ekawit,Manderick,Senior Staff,1986-02-17,40000
91475,Pranay,Raczkowsky,Senior Staff,1988-01-01,64386
91457,Volkmar,Schusler,Senior Staff,1986-06-09,85084
91429,Shaunak,Pollock,Senior Staff,1988-10-04,76441
485188,Jianhao,Marrevee,Senior Staff,1989-11-01,40000
91420,Jacqueline,Suppi,Senior Staff,1988-12-24,70312
485190,Yongdong,Petereit,Senior Staff,1987-01-30,67234
485205,Yefim,Taneja,Senior Staff,1985-05-28,106305
201583,Boutros,Woycyznski,Senior Staff,1990-12-30,40000
91395,Golgen,Aseltine,Senior Staff,1987-10-03,78789
201618,Hyuncheol,Riesenhuber,Senior Staff,1988-03-10,40000
91367,Kerryn,Sluis,Senior Staff,1986-10-02,40000
485244,George,Bage,Senior Staff,1997-12-13,72054
485436,Boguslaw,Ginesta,Senior Staff,1987-05-15,63692
485443,Guangming,Lyonns,Senior Staff,1986-11-01,46685
201645,Gino,Olano,Senior Staff,1985-05-28,78999
227938,Uzi,Schaaf,Senior Staff,1993-11-16,46542
91310,Gaurav,Kakkad,Senior Staff,1988-01-08,59605
485487,Goetz,Roohalamini,Senior Staff,1986-11-06,93536
485500,Kristian,Kroon,Senior Staff,1992-12-11,98277
29133,Rafael,Peck,Senior Staff,1990-12-06,67100
485547,Ayonca,Verspoor,Senior Staff,1986-10-04,80559
485568,Inderjeet,Oskamp,Senior Staff,1985-12-20,91903
485604,Shem,Tagansky,Senior Staff,1996-12-06,59792
29105,Snehasis,Marsiglia,Senior Staff,1985-08-10,52645
91217,Xuedong,Nilsson,Senior Staff,1985-04-09,56086
91202,Yonghong,Zlotek,Senior Staff,1985-11-21,101617
91187,Shigehito,Falby,Senior Staff,1986-05-19,86475
485822,Alenka,Koyama,Senior Staff,1992-10-14,83943
227958,Shichao,Hennebert,Senior Staff,1989-07-15,47166
91150,Kwee,Schaad,Senior Staff,1998-12-08,74637
91127,Phuoc,Baar,Senior Staff,1990-05-12,64893
29080,Panayotis,Shumilov,Senior Staff,1989-05-08,46519
485948,Idoia,Borstler,Senior Staff,1987-09-26,67083
485952,Luigi,Vidal,Senior Staff,1985-07-20,40000
485975,Vincent,Peral,Senior Staff,1985-09-17,82935
201742,Dung,Erva,Senior Staff,1987-08-08,71622
91093,Josyula,Luders,Senior Staff,1991-08-10,67687
486191,Giri,Collette,Senior Staff,1993-07-17,61474
486198,Jaroslava,Danner,Senior Staff,1985-10-22,68506
486210,Minghong,Marletta,Senior Staff,1987-01-04,40000
486246,Shaw,Birch,Senior Staff,1987-04-04,77812
486257,Chikako,Caine,Senior Staff,1990-02-05,40000
201777,Wonhee,Perl,Senior Staff,1986-07-06,73596
91058,Weijing,Litzkow,Senior Staff,1987-11-15,61544
486283,Demin,Berstel,Senior Staff,1987-07-09,55546
227973,Tomofumi,Tyugu,Senior Staff,1986-12-17,49241
91029,Navin,Crooks,Senior Staff,1985-04-12,78691
201819,Jaihie,Taubman,Senior Staff,1985-12-06,40000
486553,Toshiki,Schiper,Senior Staff,1993-06-23,69031
486562,Radoslaw,Angelopoulos,Senior Staff,1985-11-15,52520
486586,Zhenbing,Muchinsky,Senior Staff,1994-07-21,40000
90978,Ramya,Ouhyoung,Senior Staff,1991-03-04,55276
486630,Tommaso,Mateescu,Senior Staff,1988-07-02,54852
201848,Elvis,Ebeling,Senior Staff,1988-12-27,72206
90948,Gully,Matteis,Senior Staff,1985-09-09,40000
28997,Persi,Ramsay,Senior Staff,1986-02-11,66934
90931,Sadun,Rousseau,Senior Staff,1989-11-30,75102
201891,Siamak,Pelz,Senior Staff,1999-10-11,44256
90905,Gro,Casperson,Senior Staff,1996-03-25,54845
486946,Idoia,Chleq,Senior Staff,1986-01-07,48481
90880,Prodip,Einsfeld,Senior Staff,1989-05-13,88578
201914,Mohamadou,Veccia,Senior Staff,1987-11-16,40000
90862,Masadi,Billingsley,Senior Staff,1997-03-30,72633
487078,Oscal,Seiwald,Senior Staff,1985-02-04,63507
487121,Duangkaew,Litecky,Senior Staff,1985-02-17,42862
487128,Tayeb,Samarati,Senior Staff,1987-02-05,57015
90812,Marie,Thibadeau,Senior Staff,1987-03-03,79292
487149,Uno,Suppi,Senior Staff,1986-08-11,40000
487152,Radhia,Stamatiou,Senior Staff,1988-03-10,73795
487258,Larisa,Kroll,Senior Staff,1987-06-09,79457
487265,Ramzi,Sidhu,Senior Staff,1986-05-04,40000
487268,Samphel,Asmuth,Senior Staff,1989-12-13,60419
90748,Monique,Giveon,Senior Staff,1986-11-21,69812
201936,Remmert,Ishibashi,Senior Staff,1987-03-06,60784
487498,Lakshmi,Hebden,Senior Staff,1986-06-16,72392
28983,Mohammed,Luca,Senior Staff,1985-06-29,40000
487538,Tomokazu,Douceur,Senior Staff,1985-05-08,78135
487567,Dhritiman,Rahimi,Senior Staff,1991-02-25,40000
228071,Taegyun,Laurillard,Senior Staff,1987-11-03,74241
90664,Ziva,Backhouse,Senior Staff,1988-01-16,68887
90637,Kauko,Kusakabe,Senior Staff,1986-02-03,84933
488039,Taegyun,Molenaar,Senior Staff,1987-07-18,59967
488068,Abdelghani,Sabnani,Senior Staff,1987-04-10,93207
90559,Amalendu,Schlegelmilch,Senior Staff,1985-10-06,40000
488164,Kaijung,Bahk,Senior Staff,1986-07-26,40000
201992,Prasadram,Journel,Senior Staff,1988-09-07,40000
90493,Ravishankar,Fargier,Senior Staff,1986-09-03,40000
201997,Aran,Baez,Senior Staff,1985-04-07,54263
14710,Mahmut,Hainaut,Senior Staff,1988-09-18,40341
28757,Branimir,Poupard,Senior Staff,1985-06-26,40000
488220,Tetsurou,Ouhyoung,Senior Staff,1985-05-21,74993
488222,Taisook,Kleiser,Senior Staff,1986-11-03,70936
90458,Rimli,Kadhim,Senior Staff,1991-06-15,49704
202013,Tremaine,Luders,Senior Staff,1986-10-05,43291
90442,Suzette,Merkl,Senior Staff,1985-10-06,58055
202027,Arve,Puoti,Senior Staff,1986-02-21,69583
90390,Marko,Kadhim,Senior Staff,1990-05-28,40000
90342,King,Koshiba,Senior Staff,1992-02-15,60784
488794,Bodo,Serdy,Senior Staff,1987-03-11,79213
488800,Foong,Schieder,Senior Staff,1988-07-28,59269
488811,Annemarie,Simkin,Senior Staff,1986-01-28,40000
488813,Elliott,Gelosh,Senior Staff,1987-09-16,56911
488818,Masasuke,Tchuente,Senior Staff,1985-02-14,40000
90336,Shridhar,Chaudhury,Senior Staff,1990-04-24,45030
488857,Arto,Garrabrants,Senior Staff,1985-10-08,40000
488877,Magy,Baca,Senior Staff,1986-10-17,64268
28755,Xiahua,Cmelik,Senior Staff,1990-08-12,40000
488928,Adel,Bazelow,Senior Staff,1988-01-26,58425
488940,Zhongwei,Beutelspacher,Senior Staff,1988-06-06,57929
488963,Conrado,Weisert,Senior Staff,1988-01-31,45256
202059,Kazuhide,Pietracaprina,Senior Staff,1987-12-30,40000
90327,Jacopo,Chiola,Senior Staff,1986-09-09,40000
489005,Gilbert,Onuegbe,Senior Staff,1993-07-03,40000
202111,Irene,Breugel,Senior Staff,1988-07-27,40000
90233,Martien,Setlzner,Senior Staff,1992-05-26,53390
489063,Jianhui,Penn,Senior Staff,1994-01-06,47007
489088,Basem,Perz,Senior Staff,1986-10-31,40000
489126,Anestis,Macedo,Senior Staff,1994-05-21,40000
489321,Greger,Curless,Senior Staff,1987-09-02,79920
489325,Qiwen,Furudate,Senior Staff,1987-08-27,40103
202119,Adib,Passino,Senior Staff,1988-05-07,57403
228142,Vojin,Talmor,Senior Staff,1987-03-31,77961
489340,Fuqing,Setlzner,Senior Staff,1995-05-14,67970
90154,Collette,Ruemmler,Senior Staff,1994-10-01,49156
489367,Waiman,Weiland,Senior Staff,1987-09-30,46673
202149,Pragnesh,Bridgland,Senior Staff,1989-11-20,86001
489410,Falguni,Ratnakar,Senior Staff,1985-05-02,66310
489437,Yuriy,Chelton,Senior Staff,1985-03-19,40000
90070,Remmert,Chiola,Senior Staff,1988-12-13,48746
489880,Nevio,Pearson,Senior Staff,1987-12-20,76897
489888,Yahiko,Jumpertz,Senior Staff,1985-11-11,40227
28676,Falguni,Bamford,Senior Staff,1991-05-08,40000
90055,Barna,Kumaresan,Senior Staff,1986-07-07,40000
489901,Guther,Schaad,Senior Staff,1988-07-12,61356
90048,Odinaldo,Duclos,Senior Staff,1985-06-28,52174
90013,Guenter,Cappelli,Senior Staff,1985-07-15,40000
202173,Ekawit,Veeraraghavan,Senior Staff,1986-02-28,40000
228146,Navin,Rande,Senior Staff,1990-07-29,67719
489988,Girolamo,Henders,Senior Staff,1985-12-27,93234
89969,Conrado,Cappelletti,Senior Staff,1985-12-17,66779
28653,Pranay,Flanders,Senior Staff,1987-03-05,40000
89939,Zhongwei,Larfeldt,Senior Staff,1985-05-03,40000
490264,Hilary,Meriste,Senior Staff,1986-07-23,56640
490273,Hilary,Luby,Senior Staff,1995-06-14,40000
89883,Berry,Paludetto,Senior Staff,1995-12-22,54483
490331,Zito,Peris,Senior Staff,1985-06-04,40000
202223,Marit,Waschkowski,Senior Staff,1990-05-09,82928
89783,Volkmar,Georg,Senior Staff,1986-10-17,40000
228152,Sailaja,Lung,Senior Staff,1991-02-28,79810
28628,Zhonghui,Zyda,Senior Staff,1988-02-17,40000
89776,Seongbae,Remmers,Senior Staff,1986-10-28,74883
234312,Zissis,Ruther,Senior Staff,1988-12-11,55167
490393,Diederik,Herbst,Senior Staff,1997-03-18,67639
490397,Sorina,Heuter,Senior Staff,1987-02-07,73357
490406,Zhongwei,Rubsam,Senior Staff,1988-06-27,71789
490611,Kokou,Chinin,Senior Staff,1988-01-17,60588
490614,Siddarth,Norsworthy,Senior Staff,1987-06-05,64722
490616,Taiji,Stifter,Senior Staff,1991-09-04,49803
490660,Ramzi,Haddadi,Senior Staff,1988-01-11,77509
14693,Brewster,Stranks,Senior Staff,1986-05-05,59960
490678,Leen,Griswold,Senior Staff,1986-11-17,40000
89613,Billie,Feldmann,Senior Staff,1986-07-04,53494
202310,Krister,Perko,Senior Staff,1995-03-04,79767
490698,Shan,Furudate,Senior Staff,1988-06-20,85410
490713,Reuven,Strandh,Senior Staff,1986-04-09,68478
490717,Renee,Schnelling,Senior Staff,1993-12-17,43658
490749,Pranas,Hebden,Senior Staff,1991-08-28,43628
89567,Kankanahalli,Masand,Senior Staff,1986-12-04,61968
491003,Tzvetan,Krichel,Senior Staff,1985-11-20,63629
89480,Palash,Angelov,Senior Staff,1985-10-28,71409
491020,Xianlong,Chartres,Senior Staff,1989-01-05,40000
491025,Garnik,Kroon,Senior Staff,1987-03-01,79835
491074,Kien,Baar,Senior Staff,1985-05-29,67630
228223,Pranav,Hatcliff,Senior Staff,1988-01-06,53737
89448,Vidya,Akiyama,Senior Staff,1987-08-01,41561
28596,Perla,Porotnikoff,Senior Staff,1987-04-07,81312
89416,Mariangiola,Nitsch,Senior Staff,1990-07-25,40000
491153,Zhigen,Emmerich,Senior Staff,1985-07-13,46260
228227,Werner,Wendorf,Senior Staff,1994-01-15,54415
491362,Padma,Falco,Senior Staff,1987-05-22,40000
491380,Phillip,Linares,Senior Staff,1985-06-01,79287
89381,Paraskevi,Anily,Senior Staff,1988-06-15,71064
28565,Rosalie,Bain,Senior Staff,1995-06-20,77381
491420,Hauke,Diderrich,Senior Staff,1988-03-13,95785
491433,Remzi,Bodoff,Senior Staff,1998-09-08,40000
202360,Indrajit,Jeong,Senior Staff,1994-06-01,48372
491466,Reinhold,Rettelbach,Senior Staff,1987-12-29,64550
491484,Shugo,Oberman,Senior Staff,1986-07-28,58035
89344,Angel,Peir,Senior Staff,1988-10-18,40000
202372,Bernardo,Msuda,Senior Staff,1987-07-25,58626
89232,Remzi,Herath,Senior Staff,1985-07-23,40000
491781,Mona,Terwilliger,Senior Staff,1987-03-14,46730
89194,Arunachalam,Picht,Senior Staff,1992-09-28,40000
28563,Candido,Chelton,Senior Staff,1991-09-04,65124
28555,Kankanahalli,Wendorf,Senior Staff,1987-05-23,83282
491850,Marsal,Lunt,Senior Staff,1995-10-24,69635
492118,Maha,Murthy,Senior Staff,1988-08-28,67461
492119,Dipankar,Bennet,Senior Staff,1995-10-25,40000
28528,Sariel,Veccia,Senior Staff,1990-08-12,42429
89184,Chriss,Fargier,Senior Staff,1988-08-31,40000
492170,Sakthirel,Ushiama,Senior Staff,1986-01-28,49221
492463,Kwangjo,Zirintsis,Senior Staff,1986-01-01,57480
492508,Uno,Eastman,Senior Staff,1988-10-17,51643
492558,Yoshimitsu,Melter,Senior Staff,1986-05-21,40000
89172,Berna,Casley,Senior Staff,1987-02-21,40000
492562,Morris,Valiente,Senior Staff,1990-05-05,86889
202386,Nadjib,Marshall,Senior Staff,1992-11-04,86296
492570,Maris,Plotkin,Senior Staff,1988-03-27,56732
492597,Bedrich,Takanami,Senior Staff,1985-09-24,40000
492612,Guangming,Matzke,Senior Staff,1991-07-11,62794
492614,Xiaoshan,Frolund,Senior Staff,1991-01-27,79697
202407,Oscal,Suessmith,Senior Staff,1985-03-06,40000
492633,Taiji,Malinowski,Senior Staff,1985-09-12,108328
492641,Mori,Azulay,Senior Staff,1986-07-13,112551
492840,Yuchang,Pfau,Senior Staff,1988-07-13,86909
492844,Falguni,Prenel,Senior Staff,1985-12-12,40000
492887,Soenke,Luby,Senior Staff,1987-05-19,67037
28476,Zongyan,Rebaine,Senior Staff,1988-05-12,47961
202437,Barna,Schaar,Senior Staff,1999-01-15,61784
89051,Demos,Ritzmann,Senior Staff,1987-09-05,68150
234314,Boaz,Nittel,Senior Staff,1988-03-08,40000
89001,Zeydy,Sommen,Senior Staff,1988-12-03,40000
88976,Younwoo,Peron,Senior Staff,1987-12-04,46524
493005,Nidapan,Suppi,Senior Staff,1985-10-07,69968
88947,Ronghao,Marletta,Senior Staff,1988-11-17,40000
28440,Cordelia,Tomescu,Senior Staff,1993-02-24,52279
493294,Mong,Bamford,Senior Staff,1992-03-18,47101
88945,Miomir,Jahnichen,Senior Staff,1987-12-31,51369
493313,Mohammed,Fabrizio,Senior Staff,1985-12-13,51601
493330,Hidekazu,Lanphier,Senior Staff,1989-06-23,40000
493352,Thodoros,Sigstam,Senior Staff,1986-01-10,40000
28383,Gladys,Chimia,Senior Staff,1988-10-09,69090
88936,Hironobu,Belinskaya,Senior Staff,1991-01-29,76884
88890,Pranjal,Aloisi,Senior Staff,1987-12-30,75936
88866,Munehiro,Babb,Senior Staff,1986-10-07,47424
88833,Godehard,Walston,Senior Staff,1986-11-05,66974
493524,Changho,Cooke,Senior Staff,1988-08-07,52369
88806,Laurentiu,Ernst,Senior Staff,1993-07-12,56404
228246,Bartek,Aloisi,Senior Staff,1990-08-22,71581
493761,Giap,Arlazarov,Senior Staff,1995-10-20,57116
493763,Dulce,Giveon,Senior Staff,1995-03-07,61860
493788,Maha,Cronau,Senior Staff,1992-11-25,71250
88776,Bedir,Kaiser,Senior Staff,1994-07-22,46507
493800,Constantine,Zallocco,Senior Staff,1985-08-03,58870
493812,Bernardo,Brizzi,Senior Staff,1989-07-05,55902
493848,Nevin,Muchinsky,Senior Staff,1995-02-21,40000
493857,Alagu,Ecklund,Senior Staff,1994-01-28,71398
28359,Kshitij,Stellhorn,Senior Staff,1987-04-24,50744
88764,Aloys,Turnbull,Senior Staff,1986-11-06,62130
493872,Ugo,Tsukuda,Senior Staff,1986-04-17,40000
493901,Doowon,Gischer,Senior Staff,1985-10-16,40000
493903,Takahiro,Kornyak,Senior Staff,1987-01-22,56090
494128,Brewster,Chiodo,Senior Staff,1987-06-20,110843
494136,Florian,Edelhoff,Senior Staff,1994-04-07,78047
88754,Garnet,Thorensen,Senior Staff,1986-09-29,73413
494155,Byong,Schwabacher,Senior Staff,1985-11-13,77581
228269,Aluzio,Varman,Senior Staff,1988-08-06,40000
88698,Mary,Lundstrom,Senior Staff,1991-12-04,46666
494270,Kasturi,Jonsson,Senior Staff,1991-10-06,88487
494302,Qingxiang,Polajnar,Senior Staff,1988-07-23,48701
202575,Wuxu,Christ,Senior Staff,1991-12-23,74183
88679,Genta,Lichtner,Senior Staff,1986-04-15,59851
228307,Munir,Belinskaya,Senior Staff,1985-12-27,53125
88615,Weicheng,Shrader,Senior Staff,1985-07-30,54777
88544,Yannik,Gilg,Senior Staff,1987-04-20,84808
28350,Theron,Heusch,Senior Staff,1987-06-07,70661
88495,Wilmer,Molenaar,Senior Staff,1985-02-24,44248
88491,Mabry,Swiler,Senior Staff,1990-09-21,79982
494648,Junichi,Bahk,Senior Staff,1986-11-24,40000
494898,Randy,Ferriere,Senior Staff,1988-06-06,48474
494909,Genta,Liedekerke,Senior Staff,1990-10-10,57727
494963,Shugo,Iisaka,Senior Staff,1988-09-30,54720
202605,Hercules,Merel,Senior Staff,1985-03-04,72543
88408,Rasiah,Skrikant,Senior Staff,1989-09-19,42714
88385,Tran,Besancenot,Senior Staff,1985-04-30,61724
88354,Lijia,Jiafu,Senior Staff,1987-08-30,63180
88291,Piyawadee,Vecchio,Senior Staff,1986-11-30,101626
495033,Gal,Halloran,Senior Staff,1992-10-16,63432
495047,Tetsushi,Barbanera,Senior Staff,1985-04-28,40000
88269,Demin,Kaelbling,Senior Staff,1986-08-09,53523
202626,Berna,Schreiter,Senior Staff,1988-10-14,62855
28345,Tamiya,Seghrouchni,Senior Staff,1989-09-07,69757
495287,Babette,Fontet,Senior Staff,1988-02-18,56949
495289,Mori,Oxenboll,Senior Staff,1990-11-21,40000
495318,Reinhard,Kornatzky,Senior Staff,1988-08-10,88606
28330,Weidon,Hagimont,Senior Staff,1987-05-01,40000
88192,Bader,Copas,Senior Staff,1985-05-30,40000
202651,Jeane,Sichman,Senior Staff,1986-02-25,68939
88190,Lech,Radivojevic,Senior Staff,1993-04-20,54848
202661,Luise,Schueller,Senior Staff,1994-08-07,53227
88127,Sushant,Hooghiemstra,Senior Staff,1987-04-25,84840
495615,Tetsushi,Rosis,Senior Staff,1987-07-24,60315
88080,Mack,Heuser,Senior Staff,1986-09-30,82758
228320,Wonhee,Murrill,Senior Staff,1991-03-13,60533
88079,Karlis,Hmelo,Senior Staff,1992-11-13,40000
495755,Jiang,Erni,Senior Staff,1986-10-18,70106
495779,Weiyi,Rebaine,Senior Staff,1985-12-23,42689
28322,Premal,Millington,Senior Staff,1985-05-10,51484
87992,Moriyoshi,Iivonen,Senior Staff,1993-07-31,70231
87991,Fusako,Gubsky,Senior Staff,1992-10-14,40000
87974,Shunichi,Peac,Senior Staff,1988-11-07,60286
496017,Faiza,Rodham,Senior Staff,1986-05-30,50839
496039,Masamitsu,Bellone,Senior Staff,1997-02-01,71791
496077,Anyuan,Albarhamtoshy,Senior Staff,1985-12-17,75313
87897,Tzu,Suwa,Senior Staff,1986-07-21,57195
496150,Dmitry,Marrakchi,Senior Staff,1988-10-28,56737
87869,Alassane,Luit,Senior Staff,1986-01-19,75199
87806,Khatoun,Shokrollahi,Senior Staff,1985-06-22,73596
496405,Eran,Cangellaris,Senior Staff,1987-11-16,40000
496427,Gennady,Tzvieli,Senior Staff,1987-02-22,47802
496436,Arunas,Stroustrup,Senior Staff,1985-07-18,40000
496479,Arup,Botman,Senior Staff,1988-12-31,64888
87793,Fatemeh,Kakkar,Senior Staff,1994-07-21,59338
496488,Kristin,Boyle,Senior Staff,1991-05-20,40000
202736,Aloke,Asmuth,Senior Staff,1985-12-08,40000
87765,Theirry,Garnham,Senior Staff,1987-08-09,61690
28321,Heather,Oehlmann,Senior Staff,1988-06-11,63173
87752,Yurii,Hasenauer,Senior Staff,1990-02-14,44555
496776,Uta,Businaro,Senior Staff,1993-05-29,40000
496781,Ronnie,Peris,Senior Staff,1999-08-05,70919
87738,Ipke,Sluis,Senior Staff,1998-10-03,80766
496829,Shaleah,DeMori,Senior Staff,1985-03-17,88080
202883,Mohd,Sluis,Senior Staff,1991-07-20,44784
28318,Teunis,Whitcomb,Senior Staff,1986-06-20,40000
87638,Fay,Raczkowsky,Senior Staff,1988-03-16,40000
497091,Leandro,Nyrup,Senior Staff,1987-04-28,42426
497119,Mizuhito,Yamaashi,Senior Staff,1989-12-28,70885
87534,Golgen,Apsitis,Senior Staff,1986-06-13,78592
