emp_no,first_name,last_name,title,from_date,to_date
52956,Khalil,Picci,Senior Engineer,1987-03-21,1988-03-20
52970,Lobel,Werthner,Senior Engineer,1988-03-17,1989-03-17
435026,Shim,Versino,Senior Engineer,1986-08-20,1987-08-20
455914,Peer,Angelopoulos,Senior Engineer,1989-07-23,1990-07-23
280648,Heeju,Lorys,Senior Engineer,1986-12-27,1987-12-27
481807,Taegyun,Vieri,Senior Engineer,1988-06-17,1989-03-03
481790,Haldun,Erie,Senior Engineer,1996-09-12,1997-09-12
481764,Teiji,Marrakchi,Senior Engineer,1986-08-26,1987-08-26
72194,Feiyu,Siepmann,Senior Engineer,1998-10-01,1999-10-01
241728,Limsoon,Boudaillier,Senior Engineer,1995-08-12,1996-08-11
53499,Zdislav,Mandelberg,Senior Engineer,1994-09-11,1995-09-11
81995,Sreekrishna,Brender,Senior Engineer,1990-03-22,1991-03-22
298339,King,Benzmuller,Senior Engineer,1986-09-04,1987-09-04
432890,Nalini,Perly,Senior Engineer,1999-03-07,2000-03-06
432787,Toshiko,Ibel,Senior Engineer,1996-11-23,1997-11-23
247447,Tzu,Bakhtari,Senior Engineer,1994-03-18,1995-03-18
247888,Abdelghani,Lagarias,Senior Engineer,1985-09-06,1986-09-06
490568,Zita,Reistad,Senior Engineer,1998-07-23,1999-07-23
432261,Arve,Bergere,Senior Engineer,1987-07-28,1988-07-27
86354,Ronghao,Segond,Senior Engineer,1993-09-13,1994-09-13
99377,Carrsten,Francisci,Senior Engineer,1991-06-16,1992-06-15
432089,Irena,Gulla,Senior Engineer,1989-12-30,1990-12-30
98306,Ziya,Kadhim,Senior Engineer,1995-11-02,1996-11-01
53924,Arnould,Gaughan,Senior Engineer,1991-01-23,1992-01-23
431887,Poorav,Ranst,Senior Engineer,1996-06-01,1997-06-01
469735,Arif,Stranks,Senior Engineer,1992-11-16,1993-11-16
86546,Oldrich,Woycyznski,Senior Engineer,1985-05-15,1986-05-15
431657,Visit,Thiran,Senior Engineer,1986-11-14,1987-11-14
29679,Kolar,Steenbeek,Senior Engineer,1986-10-18,1987-10-18
73076,Froduald,Feldhoffer,Senior Engineer,1993-03-16,1994-03-16
73233,Shigeo,Merey,Senior Engineer,1985-07-30,1986-07-30
430891,Khalil,Gien,Senior Engineer,1991-08-06,1992-08-05
296718,Kamakshi,Bahl,Senior Engineer,1987-12-22,1988-12-21
480407,Deniz,Bennis,Senior Engineer,1989-06-24,1990-06-24
89048,Otmar,Birjandi,Senior Engineer,1985-03-23,1986-03-23
430054,Erzsebet,Setiz,Senior Engineer,1993-06-10,1994-06-10
296664,Dipayan,Geffroy,Senior Engineer,1987-09-17,1988-09-16
268191,LiMin,Teitelbaum,Senior Engineer,1990-11-01,1991-11-01
296610,Pranav,Berztiss,Senior Engineer,1990-10-06,1991-10-06
11432,Yongmao,Zwicker,Senior Engineer,1987-10-19,1988-10-18
261184,Masako,Kornatzky,Senior Engineer,1987-08-29,1988-08-28
55687,Shih,Lindqvist,Senior Engineer,1995-03-29,1996-03-28
493744,Leni,Kropatsch,Senior Engineer,1997-07-17,1998-07-17
260545,Fei,Rebaine,Senior Engineer,1995-05-05,1996-05-04
87353,Quingbo,Coombs,Senior Engineer,1999-01-17,2000-01-17
480066,Suebskul,Menhardt,Senior Engineer,1994-07-26,1995-07-26
278953,Jeanna,Ghandeharizadeh,Senior Engineer,1990-08-11,1991-08-11
55799,Jianwen,Litzler,Senior Engineer,1987-06-17,1988-06-16
429249,Alassane,Wolniewicz,Senior Engineer,1986-10-06,1987-10-06
21843,Karsten,Azadmanesh,Senior Engineer,1985-11-29,1986-11-29
33722,Anwar,Collette,Senior Engineer,1994-03-22,1995-03-22
89680,Aiman,Mawatari,Senior Engineer,1988-05-01,1989-05-01
469253,Baruch,Basawa,Senior Engineer,1993-09-17,1994-09-17
456982,Shounak,Dratva,Senior Engineer,1989-01-05,1990-01-05
74200,Holgard,Weiland,Senior Engineer,1991-09-24,1992-09-23
428235,Chenyi,Demian,Senior Engineer,1988-06-29,1989-06-29
461120,Shietung,Gelosh,Senior Engineer,1996-03-26,1997-03-26
83280,Francesca,Ellozy,Senior Engineer,1999-08-08,2000-08-07
242019,Herb,Murrill,Senior Engineer,1999-09-27,2000-09-26
22502,Rutger,Binkley,Senior Engineer,1989-10-16,1990-10-16
427852,Adil,Kieras,Senior Engineer,1992-07-20,1993-07-20
468773,Baziley,Brookner,Senior Engineer,1993-09-22,1994-09-22
478833,Pradeep,Valiente,Senior Engineer,1992-09-19,1993-09-19
56847,Menkae,Chinin,Senior Engineer,1989-08-19,1990-08-19
468763,Sachin,Zlotek,Senior Engineer,1985-03-11,1986-03-11
294857,Caolyn,Ozeri,Senior Engineer,1986-07-29,1987-07-29
249239,Hideyuki,Decleir,Senior Engineer,1994-05-04,1995-05-04
427320,Mamdouh,Ramamoorthy,Senior Engineer,2000-01-13,2001-01-12
294652,Hironobu,Brodie,Senior Engineer,1985-09-17,1986-09-17
255466,Huan,Roccetti,Senior Engineer,1985-07-03,1986-07-03
294461,Siddarth,Rosiles,Senior Engineer,1985-11-18,1986-11-18
83509,Breannda,Collavizza,Senior Engineer,1989-10-12,1990-10-12
90084,Renny,Bale,Senior Engineer,1989-11-22,1990-11-22
29782,Jouko,Hellwagner,Senior Engineer,1994-12-21,1995-12-21
426706,Karsten,Kawashima,Senior Engineer,1994-03-15,1995-03-15
29954,Pranay,Giarratana,Senior Engineer,1992-09-29,1993-09-29
426644,Zejun,Broomell,Senior Engineer,1995-01-19,1996-01-19
293746,Sanjay,Litecky,Senior Engineer,1995-08-27,1996-08-26
58384,Mariusz,Vural,Senior Engineer,1993-11-14,1994-11-14
457832,Jackson,Zielinski,Senior Engineer,1997-09-12,1998-09-12
277829,Michaela,Fandrianto,Senior Engineer,1986-06-02,1987-06-02
95286,Kristin,Guerreiro,Senior Engineer,1989-08-23,1990-08-23
30007,Kousuke,Vecchio,Senior Engineer,1990-02-23,1991-02-23
277777,Herbert,Itzigehl,Senior Engineer,1990-07-04,1991-07-04
37945,Suzette,Butterworth,Senior Engineer,1994-02-19,1995-02-19
277420,Rayond,Schach,Senior Engineer,1995-04-22,1996-04-21
497660,Gritta,Petereit,Senior Engineer,1985-04-06,1986-04-06
266689,Parke,Serna,Senior Engineer,1985-03-29,1986-03-29
498185,Caolyn,Marciano,Senior Engineer,1999-06-06,2000-06-05
262636,Tamiya,Reutenauer,Senior Engineer,1985-06-02,1986-06-02
477969,Bluma,Mundy,Senior Engineer,1991-10-18,1992-10-17
292210,Masaru,Huhdanpaa,Senior Engineer,1996-11-23,1997-11-23
83805,Manohar,Harllee,Senior Engineer,1987-03-11,1988-03-10
34446,Chinhyun,Bauknecht,Senior Engineer,1986-12-19,1987-12-19
257062,Stabislas,Pardalos,Senior Engineer,1989-06-21,1990-06-21
24205,Roddy,Rubsam,Senior Engineer,1993-09-19,1994-09-19
250452,Alexius,Plavsic,Senior Engineer,2000-01-17,2001-01-16
276445,Atilio,Randi,Senior Engineer,1988-07-02,1989-07-02
35642,Ashish,Talmon,Senior Engineer,1995-06-13,1996-06-12
423633,Mariusz,Tokunaga,Senior Engineer,1985-02-11,1986-02-11
423516,Wojceich,Butterworth,Senior Engineer,1996-08-29,1997-08-29
60875,Rildo,Masaki,Senior Engineer,1990-01-14,1991-01-14
74800,Yuuichi,Conde,Senior Engineer,1989-03-08,1990-03-08
24421,Dannz,Grospietsch,Senior Engineer,1990-09-01,1991-09-01
83922,Shunichi,Solovay,Senior Engineer,1986-06-07,1987-06-07
61253,Cheong,Uhrik,Senior Engineer,1996-06-04,1997-06-04
476327,Reinhold,Binkley,Senior Engineer,1995-05-29,1996-05-28
94045,Gift,Brender,Senior Engineer,1996-10-31,1997-10-31
422450,Junichi,Rubsam,Senior Engineer,1988-10-30,1989-10-29
290769,Lalit,Blokdijk,Senior Engineer,1999-02-01,2000-02-01
290563,Shigehiro,Oxenboll,Senior Engineer,1986-02-26,1987-02-26
250748,Kish,Turnbull,Senior Engineer,1987-02-10,1988-02-10
463212,Ramya,Rossi,Senior Engineer,1987-03-02,1988-03-01
275994,Uma,Prampolini,Senior Engineer,1991-02-21,1992-02-21
62033,Heeju,Cappelli,Senior Engineer,1987-01-15,1988-01-15
275881,Jiann,Munro,Senior Engineer,1988-05-18,1989-05-18
87783,Conor,Thorensen,Senior Engineer,1988-02-24,1989-02-23
76178,Chiradeep,Meriste,Senior Engineer,1988-05-23,1989-05-23
84179,Shuichi,Nanard,Senior Engineer,1989-03-14,1990-03-14
76189,Kolar,Hinsberger,Senior Engineer,1986-10-20,1987-10-20
62167,Mihalis,Haldar,Senior Engineer,1998-05-11,1999-05-11
425757,Yongdong,Jiang,Senior Staff,1990-10-13,1991-10-13
499194,Padma,Delgrange,Senior Staff,1998-01-02,1999-01-02
498838,Sanjay,Ciolek,Senior Staff,1989-12-13,1990-12-13
498635,Florian,Pezzoli,Senior Staff,1988-07-22,1989-07-22
498456,Geraldo,Gerteisen,Senior Staff,1987-06-05,1988-06-04
497340,Fayez,Keohane,Senior Staff,1990-09-19,1991-09-19
494995,Yongmao,Pouyioutas,Senior Staff,1989-08-24,1990-08-24
492000,Valeska,Cools,Senior Staff,1993-12-16,1994-12-16
491632,Gadiel,Perly,Senior Staff,1986-10-20,1987-10-20
491478,Gill,Varman,Senior Staff,1988-06-18,1989-06-18
488984,Kendra,Junet,Senior Staff,1986-02-28,1987-02-28
488788,Wuxu,Garigliano,Senior Staff,1990-09-21,1991-09-21
488752,Nimmagadda,Baja,Senior Staff,1994-02-09,1995-02-09
488540,Breannda,Maquelin,Senior Staff,1996-04-12,1997-04-12
488095,Francoise,Hegner,Senior Staff,1997-12-23,1998-12-23
487988,Ekawit,Schaft,Senior Staff,1990-05-20,1991-05-20
487008,Zhigen,Raney,Senior Staff,1993-05-26,1994-05-26
486918,Yagil,Remmers,Senior Staff,1994-11-01,1995-11-01
486068,Yefim,Bernardeschi,Senior Staff,1996-06-26,1997-06-26
485799,Yoshimitsu,Litvinov,Senior Staff,1997-11-22,1998-11-22
485253,Gladys,Parhami,Senior Staff,1996-07-20,1997-07-20
484126,Manton,Lueh,Senior Staff,1989-04-07,1990-04-07
483978,Dung,Tanemo,Senior Staff,1990-01-28,1991-01-28
483401,Rosita,Pokrovskii,Senior Staff,1996-08-03,1997-08-03
482905,Aral,Hebden,Senior Staff,1991-09-10,1992-09-09
482756,Shaowei,Back,Senior Staff,1996-07-30,1997-07-30
481050,Weiru,Burnard,Senior Staff,1990-10-15,1991-10-15
480178,Uinam,Rahier,Senior Staff,1991-02-10,1992-02-10
480035,Sukumar,Georg,Senior Staff,1990-03-27,1991-03-27
478799,Shaw,Borovoy,Senior Staff,1991-05-11,1992-05-10
476055,Girolamo,Schlumberger,Senior Staff,1993-03-07,1994-03-07
475258,Fumiyo,Feinberg,Senior Staff,1987-11-22,1988-11-21
474331,Sugwoo,Eugenio,Senior Staff,1991-10-06,1992-10-05
473490,Pantung,Reeker,Senior Staff,1992-05-11,1993-05-11
473299,Khaled,Penn,Senior Staff,1992-05-19,1993-05-19
473268,Hugo,Sgarro,Senior Staff,1992-04-24,1993-04-24
472143,Yahiko,Sommen,Senior Staff,1996-08-14,1997-08-14
470456,Reuven,Oehlmann,Senior Staff,1986-03-29,1987-03-29
469867,Hein,Jonsson,Senior Staff,1985-02-12,1986-02-12
467886,Sivanarayana,Chandrasekhar,Senior Staff,1996-01-24,1997-01-23
467176,Przemyslawa,Borovoy,Senior Staff,1993-06-18,1994-06-18
466603,Yechezkel,Nourani,Senior Staff,1991-08-01,1992-07-31
466064,Temple,Danlos,Senior Staff,1994-06-13,1995-06-13
465501,Mrinalini,Gire,Senior Staff,1992-11-09,1993-11-09
465409,Shahid,Varman,Senior Staff,1985-08-27,1986-08-27
465085,Vidar,Gunderson,Senior Staff,1996-03-18,1997-03-18
464284,Huiqun,Henders,Senior Staff,1993-05-19,1994-05-19
463495,Alenka,Barriga,Senior Staff,1988-05-06,1989-05-06
462067,Sampalli,Francisci,Senior Staff,1994-11-25,1995-11-25
461801,Sumali,Cooman,Senior Staff,1992-02-16,1993-02-15
461563,Sreenivas,Versino,Senior Staff,1985-08-24,1986-08-24
460920,Remzi,Mitzlaff,Senior Staff,1986-04-06,1987-04-06
460691,Munehiko,Gihr,Senior Staff,1989-12-06,1990-12-06
458134,Thanasis,Standera,Senior Staff,1985-03-20,1986-03-20
457070,Gay,Plavsic,Senior Staff,1987-08-06,1988-08-05
456767,Tetsurou,Schreiter,Senior Staff,1987-07-17,1988-07-16
455726,Qiwen,Kriebel,Senior Staff,1987-12-13,1988-12-12
455415,Weiye,Krohm,Senior Staff,1990-10-29,1991-10-29
455364,Ranga,Plesums,Senior Staff,1990-01-28,1991-01-28
455175,Soenke,Zaumen,Senior Staff,1992-02-22,1993-02-21
453913,Stein,Perng,Senior Staff,1993-04-29,1994-04-29
453760,Ewing,Rajala,Senior Staff,1996-06-21,1997-06-21
453070,Aran,Rosenbaum,Senior Staff,1991-04-25,1992-04-24
452982,Lobel,Aloia,Senior Staff,1994-12-29,1995-12-29
452347,Shigeichiro,Brattka,Senior Staff,1996-07-13,1997-07-13
452196,Bartek,Snyers,Senior Staff,1987-01-14,1988-01-14
451333,Radhika,Bonifati,Senior Staff,1995-03-11,1996-03-10
451275,Bedrich,Isard,Senior Staff,1986-06-07,1987-06-07
450936,Yuriy,Ponthieu,Senior Staff,1991-12-11,1992-12-10
450475,Saeed,Bahl,Senior Staff,1991-01-29,1992-01-29
449189,Jahangir,Bernatsky,Senior Staff,1995-09-30,1996-09-29
447931,Martijn,Jeong,Senior Staff,1990-12-14,1991-12-14
447544,Stabislas,Kakkad,Senior Staff,1989-02-19,1990-02-19
447232,Aleksander,Schaaf,Senior Staff,1995-05-26,1996-05-25
447135,Gennady,Rouquie,Senior Staff,1989-08-24,1990-08-24
444208,Irena,Cesareni,Senior Staff,1985-10-30,1986-10-30
444099,Kousuke,Worfolk,Senior Staff,1988-03-22,1989-03-22
444070,Heping,Skrikant,Senior Staff,1990-11-27,1991-11-27
443873,Vatsa,Ramsay,Senior Staff,1994-02-04,1995-02-04
443485,Marke,Klerer,Senior Staff,1990-04-14,1991-04-14
443108,Christfried,Atrawala,Senior Staff,1990-07-13,1991-07-13
442002,Ravishankar,Baig,Senior Staff,1992-03-17,1993-03-17
440997,Manton,Schapiro,Senior Staff,1991-03-26,1992-03-25
440937,Fabrizio,Usery,Senior Staff,1992-10-13,1993-10-13
440870,Filipp,Hasham,Senior Staff,1990-07-11,1991-07-11
440642,Snehasis,Kalsbeek,Senior Staff,1988-01-06,1989-01-05
440450,Tzvetan,Scharstein,Senior Staff,1994-06-16,1995-06-16
440325,Douadi,Sullins,Senior Staff,1999-09-25,2000-09-24
439924,Gunilla,Kisuki,Senior Staff,1994-08-14,1995-08-14
438038,Lena,Giaccio,Senior Staff,1999-03-17,2000-03-16
437369,Kazuhide,Biran,Senior Staff,1995-01-25,1996-01-25
437276,Dines,DeMori,Senior Staff,1987-12-07,1988-12-06
436827,Wojceich,Limongiello,Senior Staff,1988-03-10,1989-03-10
435602,Dietrich,Kranzdorf,Senior Staff,1992-10-04,1993-10-04
435588,Genta,Pepe,Senior Staff,1994-04-12,1995-04-12
435370,Conal,Basart,Senior Staff,1991-05-17,1992-05-16
435289,Feixiong,Schurmann,Senior Staff,1987-02-15,1988-02-15
435226,Yinghua,Panwar,Senior Staff,1994-06-11,1995-06-11
435181,Kazuhide,Fiutem,Senior Staff,1992-05-10,1993-05-10
434384,Greger,Babb,Senior Staff,1995-11-06,1996-11-05
433640,Monique,Baer,Senior Staff,1987-12-12,1988-12-11
433465,Wonhee,Benveniste,Senior Staff,1985-12-21,1986-12-21
433438,Keiichiro,Miyakawa,Senior Staff,1993-09-12,1994-09-12
432956,Qunsheng,Birrer,Senior Staff,1986-05-13,1987-05-13
432121,Alair,Straney,Senior Staff,1986-11-15,1987-11-15
432034,Arfst,Uehara,Senior Staff,1993-11-15,1994-11-15
431576,Masamitsu,Back,Senior Staff,1987-03-25,1988-03-24
431353,Bedir,Reeken,Senior Staff,1991-02-17,1992-02-17
430981,Amabile,Koyama,Senior Staff,1985-07-25,1986-07-25
430593,Janalee,Lanzelotte,Senior Staff,1997-12-01,1998-12-01
429703,Ung,Honglei,Senior Staff,1986-09-02,1987-09-02
429532,Bartek,Vendrig,Senior Staff,1991-11-12,1992-11-11
429419,Adas,Chinen,Senior Staff,1993-01-04,1994-01-04
429381,Limsoon,Roohalamini,Senior Staff,1986-11-26,1987-11-26
429238,Mona,Luck,Senior Staff,1989-05-11,1990-05-11
429231,Kazuyasu,Schmiedel,Senior Staff,1985-09-07,1986-09-07
428219,Ghassan,Androutsos,Senior Staff,1987-12-26,1988-12-25
428195,Hatsukazu,Rosca,Senior Staff,1986-10-13,1987-10-13
428082,Ronghao,Alpin,Senior Staff,1991-09-11,1992-09-10
427805,Haldun,Compeau,Senior Staff,1997-10-15,1998-10-15
427313,Utpal,Kemmerer,Senior Staff,1986-12-04,1987-12-04
426824,Gopalakrishnan,Mawatari,Senior Staff,1988-10-29,1989-10-29
426795,Huican,Lunn,Senior Staff,1986-07-23,1987-07-23
426153,Shahaf,Luce,Senior Staff,1999-04-06,2000-04-05
425780,Paris,Range,Senior Staff,1989-10-25,1990-10-25
425540,Paddy,Zumaque,Senior Staff,1995-11-12,1996-11-11
424930,Xuejun,Reeker,Senior Staff,1988-11-18,1989-11-18
424805,Jacqueline,Zallocco,Senior Staff,1987-12-17,1988-12-16
424797,Theron,Itschner,Senior Staff,1985-05-16,1986-05-16
424685,Changho,Veevers,Senior Staff,1997-03-03,1998-03-02
423327,Constantijn,Lichtman,Senior Staff,1994-06-26,1995-06-26
423214,Tsutomu,Tetzlaff,Senior Staff,1987-09-24,1988-09-23
423038,Takushi,Strehl,Senior Staff,1988-10-04,1989-10-04
421033,Garnik,Randt,Senior Staff,1989-12-23,1990-12-23
421022,Shigeaki,Butner,Senior Staff,1996-07-13,1997-07-13
420877,Khosrow,Erez,Senior Staff,1990-02-11,1991-02-11
420732,Willard,Morrin,Senior Staff,1996-05-27,1997-05-27
420557,Mabhin,Eastman,Senior Staff,1989-08-02,1990-08-02
420476,Mariangiola,Bolsens,Senior Staff,1985-06-15,1986-06-15
419953,Ung,Orlowski,Senior Staff,1991-07-22,1992-07-21
418860,Ymte,Dalton,Senior Staff,1992-11-22,1993-11-22
418689,Gino,Uehara,Senior Staff,1988-02-17,1989-02-16
417435,Bouchung,Zaumen,Senior Staff,1999-01-29,2000-01-29
416877,Gio,Orsini,Senior Staff,1988-12-07,1989-12-07
416420,Adamantios,Heemskerk,Senior Staff,1986-08-08,1987-08-08
415363,Conal,Shackell,Senior Staff,1986-01-25,1987-01-25
414897,Juyoung,Willoner,Senior Staff,1989-11-03,1990-11-03
414714,Chinho,Delgrande,Senior Staff,1996-11-07,1997-11-07
414461,Somnath,Bierbaum,Senior Staff,1996-12-05,1997-12-05
413832,Marco,Jahnichen,Senior Staff,1995-03-28,1996-03-27
413205,Mototsugu,Prampolini,Senior Staff,1988-06-12,1989-06-12
413098,Hsiangchu,Taubenfeld,Senior Staff,1993-04-17,1994-04-17
411143,Goncalo,Barbanera,Senior Staff,1996-09-01,1997-09-01
410028,Xiadong,McClurg,Senior Staff,1985-09-17,1986-09-17
408654,Yongqiao,Cochrane,Senior Staff,1986-10-27,1987-10-27
408447,Mayuri,Werthner,Senior Staff,1990-08-19,1991-08-19
408437,Uno,Solares,Senior Staff,1994-09-22,1995-09-22
406714,Malu,Ossenbruggen,Senior Staff,1986-11-21,1987-11-21
405015,Morris,Fargier,Senior Staff,1988-06-29,1989-06-29
404755,Manu,Junet,Senior Staff,1991-04-20,1992-04-19
403644,Krisda,Hainaut,Senior Staff,1995-07-08,1996-07-07
403621,Deborah,Kaminger,Senior Staff,1988-06-04,1989-06-04
401420,Florian,Uhrig,Senior Staff,1987-01-31,1988-01-31
401364,Pranay,Kambil,Senior Staff,1999-07-30,2000-07-29
400046,Hilari,Christ,Senior Staff,1991-01-19,1992-01-19
299737,Patricio,Itzfeldt,Senior Staff,1985-05-21,1986-05-21
299346,Fumitake,Sichman,Senior Staff,1991-02-21,1992-02-21
297431,Cathie,Ratnakar,Senior Staff,1996-06-23,1997-06-23
297243,Tesuya,Mansanne,Senior Staff,1993-10-08,1994-10-08
297232,Lokesh,Saoudi,Senior Staff,1999-05-25,2000-05-24
296687,Palash,Spieker,Senior Staff,1991-05-11,1992-05-10
296428,Charmane,Simmen,Senior Staff,1989-03-07,1990-03-07
295857,Kankanahalli,Ciolek,Senior Staff,1989-12-26,1990-12-26
295268,Eben,Calkin,Senior Staff,1996-12-19,1997-12-19
295254,Xuejun,Pfau,Senior Staff,1985-07-24,1986-07-24
295030,Fun,Keirsey,Senior Staff,1985-07-09,1986-07-09
294996,Tomoyuki,Vigier,Senior Staff,1991-07-08,1992-07-07
294527,Ashish,Candan,Senior Staff,1992-02-02,1993-02-01
294241,Marl,Fiebach,Senior Staff,1994-07-26,1995-07-26
294144,Takanari,Ermel,Senior Staff,1992-01-11,1993-01-10
293752,Jungsoon,Bail,Senior Staff,1986-02-18,1987-02-18
293154,Syozo,Maliniak,Senior Staff,1992-11-09,1993-11-09
293080,Hideyuki,Slaats,Senior Staff,1987-05-30,1988-05-29
292404,Hongzue,Zultner,Senior Staff,1990-02-22,1991-02-22
291819,Uriel,Georg,Senior Staff,1991-06-08,1992-06-07
290467,Shaowen,Poulakidas,Senior Staff,1987-04-15,1988-04-14
290009,Zijian,Rindone,Senior Staff,1989-07-09,1990-07-09
289687,Fai,Maccarone,Senior Staff,1985-10-30,1986-10-30
288606,Susumu,Swiss,Senior Staff,1991-11-15,1992-11-14
287983,Randi,Munos,Senior Staff,1990-09-07,1991-09-07
287713,Aamod,Ranka,Senior Staff,1992-12-07,1993-12-07
286026,Utpal,Zaumen,Senior Staff,1991-02-25,1992-02-25
285905,Kellyn,Bage,Senior Staff,1994-11-04,1995-11-04
284431,Pintsang,Fujisawa,Senior Staff,1996-04-16,1997-04-16
284300,Ishfaq,Mahmud,Senior Staff,1991-11-29,1992-11-28
283138,Cullen,Mikschl,Senior Staff,1990-01-16,1990-03-11
282343,Xinglin,Haldar,Senior Staff,1988-07-20,1989-07-20
280420,Jahangir,Hofting,Senior Staff,1986-09-28,1987-09-28
279384,Hugo,Comte,Senior Staff,1992-06-30,1993-06-30
278549,Jaana,Werthner,Senior Staff,1989-07-27,1990-07-27
277926,Shaunak,Solovay,Senior Staff,1992-12-26,1993-12-26
277362,Uzi,Kugler,Senior Staff,1991-01-12,1992-01-12
277316,Vitali,Rothenberg,Senior Staff,1989-10-04,1990-10-04
276563,Gift,Solares,Senior Staff,1995-08-01,1996-07-31
276189,Isaac,Klerer,Senior Staff,1995-03-19,1996-03-18
276184,Mari,Swick,Senior Staff,1991-04-08,1992-04-07
276027,Holgard,Stavenow,Senior Staff,1986-02-28,1987-02-28
275801,Ayakannu,Heinisuo,Senior Staff,1986-06-28,1987-06-28
274813,Yefim,Pettey,Senior Staff,1993-08-07,1994-08-07
274369,Ranga,Waymire,Senior Staff,1997-01-27,1998-01-27
273858,Gunilla,Matzen,Senior Staff,1990-12-28,1991-12-28
272285,Gully,Mitchem,Senior Staff,1986-01-22,1987-01-22
272141,Tsutomu,Neiman,Senior Staff,1986-05-05,1987-05-05
270794,Dannz,Zhang,Senior Staff,1991-06-26,1992-06-25
270084,Ulises,Frolund,Senior Staff,1986-07-26,1987-07-26
269728,Naftali,Kragelund,Senior Staff,1987-05-16,1988-05-15
267304,Jordanka,Axelband,Senior Staff,1994-06-27,1995-06-27
267059,Moie,Tempesti,Senior Staff,1991-06-29,1992-06-28
266881,Mokhtar,Sabnani,Senior Staff,1990-08-28,1991-08-28
266862,Mart,Plumb,Senior Staff,1986-04-21,1987-04-21
266644,Anwar,Gubsky,Senior Staff,1993-08-09,1994-08-09
266249,Sumant,Nishimukai,Senior Staff,1991-03-28,1992-03-27
266206,Zsolt,Anily,Senior Staff,1985-08-19,1986-08-19
265558,Susuma,Kleiser,Senior Staff,1987-08-02,1988-08-01
265039,Navid,Staudhammer,Senior Staff,1992-10-18,1993-10-18
264626,Noritoshi,Bakhtari,Senior Staff,1993-02-03,1994-02-03
263926,Fusako,Schwartzbauer,Senior Staff,1985-04-07,1986-04-07
263649,Mechthild,Zongker,Senior Staff,1993-07-26,1994-07-26
262439,Lorien,Lagarias,Senior Staff,1985-10-10,1986-10-10
262208,Mrinalini,Holburn,Senior Staff,1987-04-20,1988-04-19
261662,Berni,Assaf,Senior Staff,1989-09-08,1990-09-08
260408,Sasan,Brookner,Senior Staff,1996-09-03,1997-09-03
259718,Stepehn,Bouloucos,Senior Staff,1991-09-17,1992-09-16
259619,Conal,Magliocco,Senior Staff,1992-05-09,1993-05-09
259611,Shuichi,Marrakchi,Senior Staff,1990-08-21,1991-08-21
258124,Mariusz,Zolotykh,Senior Staff,1990-07-28,1991-07-28
257484,Shaowei,Nicolson,Senior Staff,1986-12-07,1987-12-07
257469,Anyuan,Hanratty,Senior Staff,1988-01-06,1989-01-05
256856,Hongzue,Barbanera,Senior Staff,1987-06-17,1988-06-16
254916,Serenella,Couchot,Senior Staff,1997-03-15,1998-03-15
252241,Zito,Alvarado,Senior Staff,1986-07-07,1987-07-07
251341,Divier,Kumaresan,Senior Staff,1992-12-05,1993-12-05
251301,Pintsang,Impagliazzo,Senior Staff,1989-05-06,1990-05-06
251166,Hinrich,Hooghiemstra,Senior Staff,1985-10-05,1986-10-05
250411,Ranga,Sommen,Senior Staff,1989-01-20,1990-01-20
249866,Steen,Gubsky,Senior Staff,1989-01-14,1990-01-14
248351,Jaana,Milicia,Senior Staff,1985-06-02,1986-06-02
247875,Xiong,Anick,Senior Staff,1991-04-23,1992-04-22
247122,Xiaobin,Narlikar,Senior Staff,1992-02-14,1993-02-13
247089,Seongbae,Schahn,Senior Staff,1992-12-10,1993-12-10
246798,Tianruo,Strooper,Senior Staff,1993-10-28,1994-10-28
245396,Gift,Bottner,Senior Staff,1995-03-04,1996-03-03
244873,Arunachalam,Oppitz,Senior Staff,1986-05-20,1987-05-20
244605,Masoud,Suwa,Senior Staff,1989-11-25,1990-11-25
243637,Marjo,Delgrange,Senior Staff,1990-06-24,1991-06-24
243018,Bowen,Deverell,Senior Staff,1998-12-27,1999-12-27
242500,Bingning,Iisaku,Senior Staff,1989-06-26,1990-06-26
242237,Hidde,Papsdorf,Senior Staff,1998-11-07,1998-11-23
242104,Richara,Sudkamp,Senior Staff,1989-09-05,1990-09-05
240870,Francesca,Chorvat,Senior Staff,1985-03-03,1986-03-03
240438,Temple,Cyre,Senior Staff,1992-09-30,1993-09-30
239803,Oscal,Ernst,Senior Staff,1992-05-19,1993-05-19
238949,Minghong,Cronin,Senior Staff,1987-10-04,1988-10-03
238422,Vishv,Angelov,Senior Staff,1988-03-08,1989-03-08
236591,Insup,Reinhard,Senior Staff,1985-04-08,1986-04-08
236566,Yechezkel,Maginnis,Senior Staff,1992-12-11,1993-12-11
235729,Henk,Anger,Senior Staff,1993-01-19,1994-01-19
235458,Gio,Heuser,Senior Staff,1992-06-28,1993-06-28
235096,Sverrir,Gyimothy,Senior Staff,1987-03-21,1988-03-20
235017,Irena,Dratva,Senior Staff,1991-09-07,1992-09-06
234195,Luerbio,Terkki,Senior Staff,1991-05-14,1992-05-13
233785,Baziley,Ballarin,Senior Staff,1987-07-28,1988-07-27
233533,Seongbae,Sluis,Senior Staff,1988-09-22,1989-09-22
232178,Etsuo,Anandan,Senior Staff,1989-12-13,1990-12-13
230689,Dietrich,Crabtree,Senior Staff,1986-05-24,1987-05-24
